0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.5192283,0.45360276,0.5532508,0.45329973,0.6298612,0.48017466,0.5163965,0.5044857,0.626559,0.61517256,0.62829304,0.45226628,0.51683813,0.6265584,0.629754,0.90542537,0.5169308,0.9313789,0.6746242,0.45312858,0.5163856
0.45381507,0.56570613,0.7159529,0.56532437,0.7741761,0.76596826,0.6655071,0.7759539,0.77044433,0.49044102,0.7704538,0.56435966,0.665776,0.77044934,0.7741469,0.6680833,0.6658327,0.6727247,0.8712636,0.56523776,0.66549253
0.508855,0.5608115,0.6537047,0.5604402,0.72812986,0.4777764,0.62865293,0.48040226,0.726454,0.55639464,0.72568256,0.5593033,0.62913585,0.7264515,0.728048,0.87923634,0.62922245,0.8983126,0.7889504,0.56026256,0.6286415
0.5432272,0.5064742,0.61567193,0.5061472,0.60916185,0.5412185,0.57189775,0.53509897,0.60622364,0.61979884,0.60631204,0.5050819,0.57224554,0.60622483,0.60908324,0.88273174,0.5723241,0.9130049,0.69706553,0.50602216,0.57188684
0.5455319,0.4937526,0.58609396,0.4933989,0.60421276,0.548515,0.5687766,0.54012537,0.6009891,0.5682551,0.601291,0.492463,0.5691076,0.60099196,0.6041665,0.8823208,0.56917155,0.9059194,0.69004244,0.49324566,0.56876224
0.56134814,0.31709722,0.4366692,0.3168606,0.5300292,0.4457069,0.40121648,0.44135818,0.52699554,0.5970501,0.5289808,0.31596816,0.40153596,0.52699035,0.52989256,0.85187757,0.40158623,0.8861699,0.5521965,0.31672007,0.40120384
0.47787127,0.50963026,0.56952983,0.50930333,0.5968737,0.4952638,0.5737951,0.5184055,0.5965176,0.5093104,0.5949957,0.50842476,0.57400733,0.59651804,0.59684664,0.883431,0.5740728,0.8856429,0.6916277,0.5090741,0.5737819
0.4541143,0.35314238,0.45708865,0.3528295,0.5623052,0.5407439,0.4083281,0.5466441,0.5598027,0.48363006,0.5593943,0.3520495,0.40865746,0.5598078,0.56229883,0.8652793,0.4087232,0.900004,0.6390772,0.35274017,0.4083136
0.36568192,0.49854496,0.6012695,0.49831697,0.67653096,0.7142925,0.56840116,0.71936274,0.6751573,0.39108637,0.6731108,0.49767986,0.56857926,0.67516136,0.6765314,0.79314536,0.56863445,0.7896521,0.8119569,0.4981166,0.5683868
0.52002156,0.45530635,0.5582642,0.4550127,0.6778416,0.52589434,0.5189579,0.52594554,0.67650485,0.5060733,0.6744946,0.45406795,0.5193736,0.6765063,0.6778157,0.89605516,0.5194545,0.9002394,0.72905916,0.45479155,0.5189447
0.41532618,0.4691063,0.6119385,0.46876583,0.78971034,0.65406764,0.558605,0.65945774,0.78555596,0.43717128,0.7894833,0.46797225,0.5589068,0.78554803,0.7895748,0.74113166,0.5589625,0.74394196,0.7742158,0.46874553,0.55859023
0.52089953,0.53410995,0.6473484,0.5337712,0.6905205,0.45600554,0.6042072,0.46006563,0.6880938,0.55499923,0.68751657,0.5326763,0.6046182,0.68809557,0.6904432,0.9270053,0.60470897,0.9527641,0.75353914,0.5336213,0.6041964
0.5357151,0.48130292,0.5647781,0.48098844,0.6156636,0.6094339,0.5515807,0.6125669,0.6124218,0.58626395,0.6134032,0.48004454,0.55199784,0.6124239,0.6156059,0.8207375,0.5520634,0.8386473,0.7021449,0.48079017,0.551567
0.42050067,0.5849782,0.6587238,0.58469784,0.68051225,0.54996145,0.6342842,0.57937056,0.67857724,0.54940665,0.67797625,0.58365285,0.63470143,0.67857695,0.68046343,0.8345608,0.63478166,0.8175305,0.7670437,0.5845447,0.63427454
0.46173066,0.53351533,0.6015848,0.533303,0.6737717,0.70216644,0.58585423,0.7113217,0.67101395,0.4785805,0.6726654,0.5325192,0.5863184,0.6710188,0.67371184,0.77894574,0.5863841,0.7823218,0.7383115,0.53318024,0.5858425
0.5234945,0.5496723,0.6315286,0.54940605,0.66190773,0.58840746,0.6008178,0.6060135,0.6581655,0.5564387,0.66030204,0.548436,0.601249,0.6581699,0.6618333,0.76161873,0.60132676,0.7711383,0.73797333,0.5492753,0.6008077
0.3640768,0.495538,0.6257623,0.49519145,0.7299112,0.70153457,0.5829947,0.6663599,0.72716093,0.4714463,0.7281311,0.4941332,0.5834064,0.7271587,0.7297931,0.5493407,0.5834993,0.57666594,0.76270884,0.49502832,0.5829826
0.48914328,0.48186088,0.5778162,0.48154372,0.61677307,0.6024526,0.54986084,0.5946131,0.614715,0.5644093,0.61435497,0.48045155,0.5503603,0.61471295,0.61669123,0.868775,0.5504591,0.8985521,0.6847563,0.48139125,0.5498508
0.5412045,0.50965804,0.6778494,0.50926876,0.79378784,0.71960086,0.61979187,0.7241838,0.7917157,0.44073975,0.791729,0.50820965,0.6201791,0.7917111,0.7936557,0.66747147,0.6202796,0.67100185,0.8108744,0.50913817,0.61977965
0.5464093,0.5492242,0.6462193,0.5489199,0.66323054,0.51219165,0.62185735,0.502653,0.661315,0.587882,0.6602483,0.54789394,0.622232,0.66131455,0.66316396,0.9009197,0.6223078,0.93733966,0.748786,0.54879904,0.6218464
0.43346012,0.5058902,0.56762695,0.50561523,0.70040995,0.68015546,0.5708301,0.67904687,0.6987994,0.4178491,0.6980061,0.50482523,0.57126397,0.6987998,0.7003938,0.77907443,0.57131517,0.8181869,0.76871586,0.5054675,0.570817
0.44468698,0.4788085,0.56384075,0.47859445,0.61723816,0.53981674,0.5299645,0.5409286,0.6121864,0.47374284,0.61665064,0.47776455,0.53035796,0.61218953,0.6171519,0.7764879,0.53042316,0.7585554,0.6743569,0.4785068,0.529954
0.5239252,0.51742065,0.6314171,0.51709104,0.58902895,0.65576535,0.58031094,0.6622795,0.58524525,0.5749937,0.5860175,0.5160452,0.5806115,0.5852502,0.5889526,0.75310796,0.5806861,0.7652405,0.6894271,0.51699555,0.5802999
0.41126198,0.5190133,0.5936882,0.5186735,0.6223149,0.7282705,0.57121325,0.73457396,0.618307,0.4362471,0.6205407,0.5174643,0.57164145,0.6183122,0.62224174,0.773263,0.57172644,0.7641892,0.6970942,0.5184627,0.5712039
0.41507524,0.5255478,0.6388861,0.52518886,0.7246861,0.67920697,0.6032857,0.69828093,0.7246575,0.419378,0.7209074,0.524268,0.6036399,0.7246575,0.7246702,0.77003175,0.6036984,0.75396365,0.8181917,0.5250678,0.60327095
0.29623362,0.4975042,0.65553236,0.49710113,0.75543195,0.6203294,0.59147674,0.64079803,0.7531084,0.4076214,0.7531705,0.49640453,0.5915817,0.75310826,0.7553518,0.79725236,0.591627,0.8522888,0.8171917,0.49716476,0.59146196
0.41283414,0.52166814,0.5326827,0.52155703,0.66057706,0.6748236,0.547567,0.6833326,0.6583644,0.48521498,0.6593931,0.5209066,0.5479935,0.6583664,0.6605786,0.79457027,0.5480371,0.78378177,0.714261,0.5212996,0.5475531
0.50500304,0.5059081,0.59588915,0.5057176,0.71468914,0.66269195,0.56709063,0.663955,0.7124733,0.4600137,0.71061164,0.50499094,0.56750834,0.71247464,0.71466404,0.6951713,0.56758004,0.7178616,0.76994437,0.5055366,0.56707674
0.5480703,0.4876663,0.5869542,0.48731226,0.67564994,0.4803062,0.55717355,0.49647495,0.67302334,0.5572791,0.6726444,0.48626158,0.55761355,0.6730245,0.6755938,0.89958024,0.5576908,0.9212637,0.7521193,0.4871328,0.55716044
0.38650677,0.5688846,0.6238861,0.5686294,0.6101738,0.7032535,0.6185743,0.7060226,0.6052128,0.4816915,0.6075748,0.5677911,0.6190263,0.6052202,0.6101638,0.7919298,0.61908525,0.8010252,0.7428618,0.56842536,0.6185609
0.48837376,0.6716072,0.7037639,0.67139924,0.71975034,0.7670011,0.7121934,0.77753943,0.7171559,0.44404644,0.71576726,0.6708082,0.71258044,0.7171608,0.7197242,0.6239648,0.71262145,0.62534934,0.84636676,0.6712251,0.7121788
0.3484748,0.48941818,0.59662944,0.48935136,0.77045363,0.70563686,0.55725026,0.72450507,0.7689596,0.31769386,0.76798785,0.48912257,0.55743706,0.7689579,0.77038914,0.763401,0.55748844,0.80523455,0.80664575,0.4892171,0.5572354
0.52649266,0.50225335,0.6343019,0.5018945,0.6790919,0.5841691,0.58897275,0.5857102,0.6766785,0.53566635,0.67527086,0.50091296,0.5893129,0.67668194,0.6790437,0.86528563,0.5893801,0.88909113,0.7536039,0.5017884,0.58895886
0.3648268,0.43938497,0.5913198,0.43911514,0.6589945,0.7004957,0.5501902,0.6913804,0.65772986,0.3960819,0.6564792,0.43837366,0.55057377,0.65772957,0.65896225,0.78829664,0.5506702,0.8086538,0.74930876,0.4390124,0.55017716
0.46961963,0.4883056,0.6206232,0.4879708,0.70409906,0.4730223,0.5827673,0.49904016,0.7035692,0.499135,0.7006776,0.4870704,0.58307725,0.7035689,0.7040838,0.87792915,0.58312994,0.9116178,0.7973626,0.48785096,0.58275265
0.4660619,0.5311397,0.6178276,0.5308638,0.7064544,0.5978302,0.6058895,0.6124647,0.703301,0.46097636,0.7029628,0.5302212,0.60620606,0.70330733,0.70641834,0.74556935,0.60625863,0.74923587,0.80599505,0.5307611,0.60587454
0.4471958,0.5398528,0.67610914,0.5396732,0.7307513,0.6561394,0.6280595,0.66341215,0.7297901,0.43652916,0.7259321,0.53918093,0.628325,0.7297923,0.7307582,0.75210005,0.62839663,0.7320123,0.85447025,0.53957206,0.62804496
0.501183,0.5238271,0.6099265,0.5234539,0.6352562,0.5426712,0.5921142,0.530511,0.6343906,0.52074546,0.63194585,0.5224337,0.59249383,0.634389,0.6351947,0.83537114,0.59256583,0.86097664,0.7222017,0.5233222,0.59210044
0.5427532,0.47023982,0.5795077,0.4699518,0.56903297,0.42401204,0.5294281,0.44953442,0.565423,0.5636473,0.56634796,0.4689805,0.5297546,0.5654237,0.5689504,0.8343412,0.52982813,0.8612207,0.6546968,0.46986768,0.5294172
0.55799174,0.5099221,0.64449996,0.5095871,0.644324,0.49913737,0.5939699,0.50077116,0.6410878,0.61097383,0.6414398,0.5085411,0.594292,0.64108795,0.6442392,0.83283347,0.5943608,0.86222947,0.7233884,0.5095047,0.593958
0.4767498,0.5405514,0.66469216,0.54021466,0.68860996,0.5537996,0.62796646,0.5628856,0.68441147,0.5179081,0.68614054,0.53923994,0.62835276,0.68441767,0.6885593,0.86292475,0.62843806,0.89400524,0.790173,0.5400538,0.6279535
0.36160597,0.66447735,0.76640415,0.6643421,0.92649096,0.7704724,0.7369209,0.76916695,0.92452794,0.35728145,0.92241865,0.6640704,0.7370607,0.9245357,0.92654735,0.73662084,0.7371012,0.7305939,0.9930588,0.66419816,0.73690623
0.4250778,0.5597821,0.6189143,0.55969006,0.7346174,0.6776177,0.6197624,0.6950458,0.73456854,0.39712524,0.7313323,0.5592711,0.6201298,0.73457116,0.7346244,0.6129534,0.6201891,0.6543601,0.82089186,0.5595423,0.61974776
0.47829297,0.44622728,0.53855973,0.44592512,0.7325485,0.5645473,0.5070035,0.5857727,0.7290432,0.44125673,0.7284316,0.44514963,0.507329,0.7290509,0.73249227,0.8094703,0.5073842,0.85031384,0.7359522,0.44578215,0.50698864
0.45962998,0.45108944,0.5717838,0.45076948,0.67453593,0.6064689,0.52291673,0.6162763,0.6723581,0.44846395,0.67080766,0.44978303,0.5232821,0.6723608,0.6745029,0.86589473,0.52336204,0.8949385,0.7323071,0.4505512,0.52290356
0.42918757,0.54638386,0.6750102,0.5460456,0.79233354,0.62055,0.6334705,0.6309516,0.7908527,0.38815704,0.78984624,0.5452293,0.6339047,0.7908541,0.7922167,0.72049874,0.6340013,0.74077255,0.81966317,0.545921,0.6334588
0.55528635,0.54648006,0.63544714,0.54613405,0.6731478,0.57265,0.61562103,0.56625533,0.67150253,0.61538893,0.67018294,0.5451779,0.61603546,0.67150086,0.6730852,0.86716026,0.61612,0.91779655,0.75346625,0.5460175,0.6156107
0.4974672,0.50925785,0.60893565,0.508925,0.6733311,0.49972743,0.5771027,0.5154925,0.67094964,0.55606407,0.67118627,0.5078107,0.5775665,0.6709477,0.67324275,0.90962446,0.57765806,0.9410347,0.7309009,0.508752,0.57709175
0.5032446,0.4960129,0.5729306,0.49575037,0.6993483,0.5609455,0.5586071,0.57047784,0.6969931,0.53844404,0.69667155,0.49486178,0.55897814,0.6969968,0.6993082,0.8954299,0.55904895,0.9358097,0.7613104,0.49553508,0.55859303
0.44500455,0.54489243,0.6908705,0.54456097,0.71654576,0.621249,0.64982516,0.6412241,0.7161587,0.42011842,0.71339947,0.5437411,0.6501074,0.71615696,0.7165223,0.76874715,0.6501941,0.7429882,0.8170282,0.544447,0.649812
0.37681156,0.4257468,0.54131657,0.42551097,0.7402033,0.7320355,0.520348,0.75682664,0.73671186,0.3761262,0.74056447,0.4248533,0.52065724,0.73670506,0.74009764,0.7691898,0.52069765,0.80826235,0.73050076,0.42538464,0.5203332
0.5553879,0.5523177,0.6692101,0.5519323,0.7895418,0.6827941,0.6250608,0.70987916,0.7857945,0.47337866,0.7865039,0.5509081,0.62543035,0.78579456,0.7894495,0.6080409,0.62550044,0.6390173,0.8421878,0.55181015,0.62504685
0.52055705,0.54314405,0.67052317,0.5427641,0.78490555,0.73070663,0.62061447,0.7409748,0.7823726,0.47070137,0.78184694,0.541785,0.62088925,0.7823689,0.78479725,0.6308948,0.6209598,0.64989555,0.8281178,0.54264396,0.6206008
0.51525295,0.5298838,0.5951229,0.5296248,0.69313586,0.5264949,0.5844018,0.5408962,0.69270253,0.5509516,0.69089955,0.5286655,0.5849234,0.692697,0.6930577,0.9143284,0.5850074,0.9626306,0.7452478,0.5294357,0.5843901
0.48659965,0.4288186,0.5280574,0.42843333,0.6262536,0.52264756,0.50254804,0.5351068,0.6251636,0.5190883,0.6237445,0.4274753,0.5028762,0.62516654,0.6262266,0.93005556,0.50295,0.9522967,0.7194492,0.4283028,0.50253385
0.3219916,0.7380762,0.67803496,0.73807347,0.74659294,0.6792801,0.72352815,0.6808521,0.74498665,0.3433784,0.74447507,0.7376582,0.7239015,0.74499446,0.7466616,0.7892101,0.7239107,0.82669735,0.8556028,0.73781306,0.7235149
0.4679661,0.62709516,0.6428752,0.62702644,0.7138382,0.82626957,0.65735674,0.84183556,0.7109023,0.50894946,0.71308637,0.62643504,0.6578275,0.7109075,0.71382236,0.58512986,0.6578795,0.60865194,0.8029719,0.62686396,0.65734446
0.5002834,0.57797176,0.662292,0.5776095,0.69624037,0.6362541,0.6589133,0.6225768,0.6944415,0.49012348,0.6933967,0.57668936,0.6592321,0.6944429,0.6962128,0.68730575,0.6592886,0.68157136,0.7971819,0.5774726,0.6588987
0.5212206,0.53068054,0.64925545,0.53033996,0.72126937,0.6776369,0.6070709,0.69077253,0.7202527,0.47959286,0.7171744,0.5293276,0.6074989,0.7202535,0.7212058,0.71809506,0.60758567,0.67592025,0.8006186,0.53015393,0.6070582
0.35485804,0.40788344,0.52706236,0.40769607,0.7518525,0.76452917,0.5029063,0.78084296,0.7515137,0.33812162,0.7485503,0.40723455,0.5031239,0.75151765,0.7518976,0.6182222,0.50313675,0.6509115,0.7452476,0.4075995,0.50289047
0.5170148,0.5667583,0.70918864,0.56634706,0.7355621,0.6355721,0.6673814,0.6520113,0.7353845,0.55237174,0.7317114,0.5652581,0.6677134,0.73538345,0.735525,0.67995614,0.66777873,0.66870093,0.835363,0.56621027,0.66736716
0.4244911,0.5035921,0.618215,0.5033542,0.6641571,0.5046457,0.5896727,0.5436814,0.6592872,0.35016584,0.66000175,0.50286037,0.58988035,0.6592982,0.66414315,0.7563606,0.58989936,0.81111014,0.81863844,0.5032713,0.5896567
0.49906346,0.5115078,0.59105915,0.51119184,0.63920534,0.55681944,0.5811127,0.56596303,0.6358926,0.5252666,0.6368036,0.51027447,0.5815169,0.63589513,0.6391514,0.8430441,0.58158004,0.86054885,0.72853315,0.51100206,0.5810987
0.37107337,0.42549354,0.5679354,0.4252451,0.68383706,0.66725755,0.51972014,0.66726255,0.6797284,0.30211434,0.68051946,0.4246458,0.5199525,0.67973423,0.6837807,0.71878684,0.5200297,0.7042197,0.7549583,0.4251006,0.5197066
0.5368353,0.48804852,0.5683715,0.48769313,0.57208866,0.5861584,0.5575089,0.58828187,0.5713919,0.58024734,0.56894577,0.4867853,0.5578312,0.57139003,0.57203794,0.86030304,0.55789787,0.8703551,0.66951704,0.4875702,0.55749464
0.45419344,0.5002273,0.57221955,0.49995494,0.70422125,0.7503094,0.5572852,0.7419779,0.7030599,0.4317805,0.7012533,0.49923882,0.55765593,0.70306367,0.70422095,0.71832204,0.5577071,0.75633943,0.78210765,0.49978027,0.55727047
0.38003168,0.49948803,0.58667636,0.49918538,0.67135066,0.63199025,0.6038775,0.6588201,0.6700058,0.41708967,0.6696594,0.49841374,0.6041256,0.67000586,0.6713397,0.83992124,0.6042071,0.88480735,0.7632645,0.49906355,0.60386413
0.26982322,0.5210494,0.6516024,0.52075076,0.751773,0.67512155,0.6153896,0.684828,0.7523653,0.37512603,0.7481499,0.5201839,0.6155542,0.7523658,0.7518136,0.8176199,0.6155799,0.8016039,0.8712414,0.52073115,0.6153738
0.44697154,0.52046144,0.65909594,0.5201698,0.78598917,0.69223505,0.6156172,0.7125357,0.7822914,0.39743724,0.7819496,0.5194241,0.6158954,0.78229934,0.78596365,0.73678535,0.6159746,0.7192799,0.8402857,0.5200284,0.61560357
0.41483653,0.40807584,0.51186526,0.40785182,0.7841395,0.6410331,0.49276102,0.6620064,0.7825061,0.36593953,0.7848273,0.40722138,0.49300605,0.7824959,0.7840181,0.7666315,0.49307927,0.791285,0.73613274,0.40766707,0.49274716
0.49775794,0.55416393,0.63557637,0.5538634,0.6889549,0.61137533,0.6097725,0.6162311,0.6846937,0.46447623,0.6855203,0.5530374,0.6101508,0.68470025,0.68890196,0.719229,0.61021173,0.69550246,0.8045225,0.5537144,0.6097582
0.41481483,0.499288,0.63532394,0.4989179,0.8029809,0.7792161,0.5822225,0.7813678,0.80182403,0.37483814,0.798754,0.49815086,0.58239996,0.8018248,0.8029943,0.71859384,0.58245003,0.7465231,0.8337146,0.49886197,0.58220756
0.52663267,0.5602907,0.6547168,0.5599415,0.6912678,0.5318804,0.6274604,0.531719,0.688323,0.5607662,0.6889913,0.558997,0.62791675,0.68832374,0.69119763,0.9139133,0.6280048,0.9614369,0.76628006,0.55983496,0.6274496
0.46301255,0.47171342,0.59489787,0.4713883,0.71163535,0.57602453,0.54556054,0.60207516,0.70899117,0.45156604,0.7088414,0.47040367,0.5459203,0.7089927,0.7115992,0.86154413,0.54599947,0.8998786,0.75553226,0.47117633,0.5455473
0.5104153,0.49407583,0.6132818,0.49373353,0.6573719,0.4133525,0.56832594,0.43214408,0.65389645,0.5569652,0.65529126,0.49264413,0.56876814,0.6538971,0.65727156,0.8735003,0.56886417,0.8909764,0.7165045,0.4935815,0.5683154
0.48506308,0.45671657,0.5416429,0.45644543,0.6056295,0.60345125,0.52274925,0.60895014,0.6033988,0.5694923,0.603124,0.45562318,0.52313,0.6033997,0.6055857,0.8822795,0.52318853,0.9142645,0.7021055,0.4562873,0.5227353
0.3988926,0.5508474,0.6334919,0.5506073,0.6636173,0.7328347,0.6241409,0.73793936,0.6604633,0.39267057,0.6609278,0.549963,0.6244677,0.6604653,0.66355634,0.8219547,0.6245221,0.81165636,0.7481448,0.5504195,0.62413174
0.52392656,0.5150847,0.6313277,0.5147669,0.73553324,0.5275621,0.60281926,0.5356959,0.73250204,0.5019357,0.7335037,0.5138447,0.60318553,0.7325022,0.73547757,0.8856089,0.60327,0.9297879,0.8054437,0.5146049,0.602806
0.43295267,0.4889971,0.5911766,0.48879927,0.72967184,0.7300386,0.5585765,0.7622283,0.7279252,0.44858494,0.7281714,0.4880821,0.55901754,0.7279193,0.7295583,0.80862296,0.559102,0.81351584,0.7474474,0.48865706,0.5585633
0.5190441,0.39818302,0.48178858,0.3978764,0.5048005,0.60722756,0.45649806,0.59144264,0.5033596,0.5534283,0.502266,0.3970294,0.45684722,0.50335896,0.5047563,0.8515132,0.45691073,0.8788146,0.60507786,0.39772055,0.45648384
0.4449598,0.42535737,0.56875324,0.42515028,0.70260876,0.68404543,0.50211364,0.6858235,0.69805574,0.3702368,0.7021884,0.42445278,0.50242674,0.69805354,0.7024641,0.66185474,0.50250906,0.6630615,0.70041513,0.425016,0.50210047
0.4994015,0.4946864,0.6165959,0.4943411,0.6457024,0.54528403,0.56732124,0.5363967,0.64245695,0.5570617,0.6431544,0.49326816,0.5676604,0.6424581,0.6456066,0.8575046,0.5677355,0.9200827,0.7153488,0.49423456,0.5673094
0.3969764,0.4976861,0.59039557,0.49741757,0.7531696,0.7237448,0.5693765,0.747752,0.75132954,0.435205,0.7504123,0.49670234,0.5696928,0.75133395,0.7531762,0.7885314,0.56973344,0.824371,0.7890736,0.4972639,0.5693614
0.5170879,0.50803846,0.6062832,0.5077597,0.6885873,0.5165667,0.57635844,0.54261184,0.6870359,0.54050684,0.68494266,0.5068324,0.5767274,0.68703914,0.68854326,0.9296316,0.5768018,0.9381377,0.7823537,0.5075626,0.5763448
0.511094,0.47829878,0.5978503,0.47798714,0.5806035,0.4568862,0.54687077,0.47579995,0.578311,0.55679333,0.5771477,0.47696495,0.5472467,0.5783116,0.5805356,0.8592822,0.54733825,0.8531373,0.67999566,0.47785607,0.54686105
0.3865618,0.5337217,0.67527735,0.53337115,0.78395367,0.76375395,0.62791467,0.75549024,0.781547,0.42464092,0.7805357,0.53251827,0.6281766,0.7815518,0.7839291,0.73599535,0.6282364,0.7408466,0.84204507,0.5332924,0.6279002
0.43158835,0.43141356,0.54615164,0.43107256,0.7405111,0.7568649,0.5021341,0.76421505,0.73920286,0.42754322,0.73797286,0.43026575,0.5024156,0.73920184,0.7404489,0.79366887,0.5024745,0.7717413,0.73512626,0.4309595,0.5021192
0.51194453,0.5101772,0.62494266,0.509879,0.67455363,0.53735304,0.5946117,0.5463594,0.67203766,0.5689098,0.671633,0.50898445,0.59496075,0.67203873,0.67450875,0.8952667,0.5950435,0.9307818,0.772833,0.509723,0.5945983
0.5206661,0.43573248,0.53027046,0.43541405,0.5931608,0.4520179,0.49843633,0.45807418,0.59111893,0.5776403,0.59088486,0.43448555,0.49882385,0.5911179,0.5931036,0.83717656,0.4988992,0.85153687,0.67704225,0.43524724,0.49842295
0.33375442,0.50687236,0.57407445,0.5067675,0.6980284,0.6481516,0.5729241,0.64832664,0.6988055,0.45448375,0.69493824,0.5063809,0.5731257,0.6988011,0.6980455,0.8536093,0.57317513,0.83837277,0.8103943,0.50661504,0.5729088
0.43997988,0.5208094,0.558391,0.5206434,0.65984523,0.6904002,0.55458266,0.70997053,0.6582076,0.4642769,0.65868354,0.519967,0.55502874,0.6582075,0.65983623,0.6549204,0.555084,0.66562855,0.74481183,0.5203849,0.55456895
0.49172443,0.471952,0.5765933,0.47168273,0.7123805,0.56981814,0.5361655,0.5763556,0.70994496,0.47466338,0.7112334,0.47075376,0.53656924,0.70994204,0.712261,0.8659855,0.5366527,0.88100785,0.729813,0.47149488,0.53615266
0.47960255,0.4878373,0.59839636,0.48756382,0.71072537,0.63347167,0.5745207,0.6435856,0.7071139,0.45245185,0.7101142,0.4866853,0.575027,0.70711315,0.7106435,0.73146504,0.5751185,0.7635075,0.74676305,0.4874086,0.5745085
0.44482234,0.4819951,0.5588288,0.48168567,0.62786263,0.5443817,0.53866595,0.54036784,0.62539977,0.4874378,0.62625194,0.48060519,0.53917074,0.625399,0.62778836,0.8210665,0.5392549,0.85067576,0.6876288,0.48148167,0.5386546
0.49672106,0.527181,0.6110934,0.526823,0.7037265,0.53211546,0.5999825,0.5575885,0.70142215,0.5725831,0.7018717,0.52575177,0.6003717,0.70142,0.70367867,0.93909156,0.60045075,0.9767417,0.7754433,0.5266734,0.5999699
0.5373949,0.5529646,0.64137024,0.55265665,0.64908695,0.4824713,0.60931313,0.5125214,0.64813715,0.59743893,0.64590025,0.5516103,0.6097381,0.64813584,0.64903456,0.89692664,0.6098245,0.93868625,0.7352924,0.55250996,0.6093034
0.46682444,0.5765968,0.657916,0.5763083,0.74497247,0.54672414,0.6583045,0.5580638,0.7423267,0.55439097,0.7428532,0.57542753,0.6586845,0.7423268,0.7449393,0.89131445,0.6587649,0.89626455,0.82676244,0.57615757,0.658291
0.39090613,0.4752872,0.6009789,0.47501886,0.68724084,0.5765882,0.5713619,0.59019715,0.68471634,0.32694888,0.6856236,0.47437543,0.57159966,0.6847159,0.68717027,0.7389354,0.57167614,0.7664433,0.7469511,0.47488147,0.57134825
0.4631774,0.5152747,0.6312417,0.514923,0.703502,0.6888591,0.58359563,0.6844679,0.7023792,0.47116104,0.70018196,0.5140579,0.5838902,0.7023814,0.7034504,0.7039539,0.58395755,0.70059717,0.79708236,0.514832,0.5835815
0.5376086,0.47930804,0.5709204,0.4790385,0.61305875,0.550414,0.54570955,0.55413014,0.6108698,0.5640577,0.6108025,0.4780463,0.5462037,0.61086714,0.61298054,0.84557354,0.54630053,0.88469446,0.6791237,0.47890544,0.54569924
0.37831274,0.6084487,0.6992111,0.60815895,0.6851749,0.6310889,0.6675523,0.64374566,0.68194723,0.33328566,0.6807287,0.6077414,0.6676038,0.6819591,0.68520975,0.7539309,0.6676248,0.799013,0.8648439,0.60818684,0.66753703
